1441 549 10
1433 556 10
1415 560 10
1313 561 10
1199 560 10
1188 559 10
1170 558 10
1065 557 10
1055 555 10
1043 548 10
919 426 10
888 420 10
878 419 10
870 418 10
861 416 10
850 412 10
835 400 10
795 361 10
473 356 10
464 355 10
460 341 10
458 326 10
457 316 10
456 310 10
463 296 10
595 164 10
598 155 10
588 146 10
575 134 10
564 121 10
551 115 10
539 110 10
527 105 10
512 96 10
508 83 10
504 67 10
499 55 10
491 43 10
468 18 10
452 12 10
440 15 10
427 12 10
414 15 10
400 6 10
365 1 10
346 0 10
331 9 10
317 13 10
306 11 10
285 10 10
266 12 10
257 11 10
246 11 10
229 12 10
218 10 10
191 9 10
178 14 10
170 20 10
163 27 10
155 40 10
152 53 10
150 182 10
149 202 10
150 220 10
151 235 10
150 244 10
149 254 10
148 261 10
149 278 10
148 289 10
171 315 10
184 319 10
193 320 10
222 348 10
236 355 10
244 355 10
258 356 10
