1407 911 10
1277 1041 10
1265 1046 10
1256 1047 10
803 1048 10
778 1069 10
767 1076 10
754 1084 10
742 1093 10
730 1102 10
718 1111 10
705 1121 10
693 1130 10
681 1139 10
669 1148 10
660 1155 10
651 1162 10
639 1171 10
628 1180 10
617 1189 10
604 1201 10
595 1208 10
550 1251 10
536 1263 10
522 1275 10
514 1282 10
505 1290 10
492 1301 10
479 1312 10
468 1320 10
454 1331 10
442 1338 10
424 1352 10
403 1358 10
380 1359 10
367 1368 10
355 1378 10
343 1388 10
328 1401 10
320 1409 10
308 1418 10
296 1428 10
285 1435 10
277 1434 10
201 1359 10
188 1355 10
