1442 549 10
1243 749 10
1232 754 10
1219 748 10
1204 735 10
1194 727 10
1183 723 10
1162 721 10
1149 726 10
1139 733 10
1126 742 10
1130 730 10
1138 719 10
1145 707 10
1147 696 10
1151 684 10
1154 672 10
1147 657 10
1140 648 10
1135 639 10
1127 631 10
1122 622 10
1115 616 10
1107 607 10
1102 600 10
1088 584 10
1078 576 10
1068 567 10
1056 559 10
1043 554 10
974 552 10
929 551 10
918 551 10
906 543 10
901 531 10
896 519 10
890 506 10
883 491 10
876 476 10
869 464 10
861 449 10
854 437 10
845 422 10
838 411 10
830 398 10
823 388 10
816 378 10
808 367 10
801 358 10
794 349 10
786 339 10
777 328 10
764 313 10
753 301 10
721 268 10
709 257 10
700 249 10
686 237 10
675 228 10
661 217 10
651 210 10
639 201 10
627 193 10
616 186 10
605 179 10
594 172 10
580 164 10
567 157 10
552 150 10
538 142 10
526 137 10
519 133 10
516 126 10
517 113 10
514 102 10
509 77 10
507 67 10
503 54 10
498 43 10
485 31 10
472 20 10
459 16 10
445 18 10
435 17 10
414 16 10
404 13 10
391 10 10
374 15 10
364 13 10
354 15 10
340 13 10
332 13 10
320 10 10
305 12 10
285 10 10
266 12 10
257 11 10
239 10 10
225 12 10
217 13 10
203 11 10
196 10 10
182 13 10
174 16 10
157 34 10
150 46 10
147 61 10
146 81 10
145 92 10
144 132 10
146 149 10
147 234 10
146 242 10
141 249 10
131 256 10
119 263 10
105 269 10
93 277 10
86 282 10
78 291 10
71 299 10
62 301 10
49 303 10
32 304 10
23 309 10
15 318 10
7 329 10
3 380 10
2 414 10
2 424 10
1 435 10
4 451 10
7 462 10
16 476 10
74 535 10
78 543 10
69 551 10
58 554 10
49 560 10
42 567 10
34 578 10
30 590 10
28 602 10
27 656 10
26 674 10
25 691 10
18 704 10
15 746 10
22 759 10
33 772 10
52 778 10
67 780 10
76 782 10
87 784 10
101 786 10
128 787 10
138 788 10
145 789 10
154 788 10
172 787 10
181 788 10
192 789 10
196 790 10
