49 953 10
77 981 10
87 988 10
102 997 10
112 1004 10
206 1097 10
209 1110 10
212 1120 10
222 1127 10
233 1131 10
249 1138 10
262 1142 11
272 1144 12
279 1147 13
286 1152 14
297 1162 15
299 1164 15
300 1165 14
306 1172 15
307 1173 14
316 1183 14
328 1194 14
340 1203 14
351 1210 17
362 1217 22
375 1225 35
387 1234 55
398 1241 81
413 1248 123
426 1253 155
437 1257 174
450 1260 187
457 1255 189
458 1254 188
459 1252 188
459 1251 187
460 1250 186
460 1249 186
460 1247 184
459 1245 184
459 1244 183
459 1243 183
458 1242 182
458 1241 182
458 1240 181
458 1239 181
457 1238 180
457 1236 178
458 1235 178
458 1234 177
458 1233 175
459 1232 174
459 1231 173
461 1229 169
461 1228 167
465 1224 159
467 1222 153
468 1221 151
474 1215 133
475 1214 129
478 1211 120
479 1210 116
482 1207 107
483 1206 103
490 1199 82
491 1198 80
492 1197 77
493 1196 75
494 1195 72
501 1188 58
502 1187 57
502 1186 55
503 1185 54
504 1184 52
505 1183 51
505 1182 50
507 1180 48
507 1179 48
509 1177 46
509 1176 46
511 1174 44
511 1173 44
512 1172 43
513 1170 43
514 1169 42
515 1168 42
515 1167 41
516 1166 41
517 1165 40
518 1163 40
518 1162 39
520 1160 39
520 1159 38
522 1157 38
522 1156 37
523 1154 37
524 1153 36
526 1150 36
526 1149 35
527 1147 35
528 1146 34
528 1145 34
529 1144 33
529 1143 33
530 1142 32
531 1140 32
531 1139 31
531 1138 31
532 1137 30
532 1135 30
532 1134 29
533 1132 29
533 1131 28
533 1130 28
533 1129 27
533 1127 27
533 1126 26
533 1124 26
534 1123 25
534 1121 25
534 1120 24
534 1118 24
534 1118 23
534 1116 23
534 1116 22
534 1115 22
534 1114 21
