1257 533 10
1113 677 142
1110 687 159
1110 688 158
1110 689 156
1111 690 155
1111 691 153
1112 692 151
1112 693 149
1113 694 147
1113 696 143
1115 699 143
1115 700 141
1115 704 141
1115 705 139
1111 716 148
1108 726 165
1108 728 163
1108 729 161
1109 730 160
1109 731 158
1110 732 157
1110 733 155
1111 734 153
1111 735 151
1112 736 149
1112 738 145
1112 746 147
1104 758 164
1103 765 171
1103 768 168
1104 769 167
1104 770 165
1104 771 164
1104 772 162
1105 773 161
1105 774 161
1105 775 160
1102 786 165
1100 791 170
1101 793 171
1101 795 169
1101 796 167
1102 797 166
1102 798 164
1102 799 163
1102 800 161
1103 801 159
1103 802 158
1104 805 158
1104 806 157
1104 808 157
1104 809 156
1103 811 156
1103 812 155
1102 814 155
1102 815 154
1101 818 157
1100 819 156
1097 830 168
1097 832 166
1097 833 164
1098 834 162
1098 835 161
1099 836 159
1099 837 157
1099 838 154
1100 839 152
1100 840 150
1100 841 149
1100 842 149
1101 843 146
1101 844 146
1100 845 145
1100 846 144
1100 848 146
1099 849 145
1099 850 147
1098 851 146
1091 862 160
1091 865 163
1091 867 161
1091 870 155
1091 871 152
1091 872 150
1091 873 147
1091 874 145
1091 875 142
1089 881 150
1088 882 149
1086 891 157
1086 893 153
1087 894 151
1087 895 148
1088 896 146
1088 898 140
1089 899 137
1089 900 134
1089 901 134
1090 902 133
1090 904 131
1090 905 131
1090 908 128
1090 909 128
1090 911 126
1089 912 125
1089 913 127
1089 914 126
1089 915 126
1088 916 125
1088 917 124
1086 921 127
1085 922 126
1077 931 142
1074 941 155
1074 942 153
1075 943 151
1075 944 150
1075 945 147
1076 946 145
1076 947 143
1077 948 141
1077 949 138
1078 950 136
1078 951 133
1079 952 130
1080 955 133
1080 956 130
1081 965 130
1081 966 128
1082 974 130
1082 975 127
1082 979 131
1082 980 129
1076 993 144
1044 1026 183
1041 1032 184
1041 1033 183
1041 1038 183
1041 1039 182
1041 1040 182
1042 1041 181
1042 1044 178
1042 1045 176
1042 1046 175
1042 1047 173
1042 1048 172
1035 1058 172
1034 1059 171
1032 1061 171
1031 1062 170
1030 1063 170
1029 1064 169
1028 1065 169
1026 1067 167
1025 1068 167
1020 1073 162
1020 1074 160
1018 1076 158
1018 1077 156
1017 1078 155
1017 1086 139
1018 1087 137
1018 1090 128
1019 1091 125
1019 1094 116
1019 1095 114
1018 1096 112
1018 1097 110
1018 1098 107
1017 1099 105
1017 1100 103
1016 1101 100
1015 1102 98
1015 1103 95
1014 1104 93
1014 1105 91
1013 1106 88
1013 1107 85
1012 1108 83
1012 1109 81
1011 1110 78
1011 1112 74
1011 1113 71
1011 1114 69
1011 1115 66
1011 1116 64
1011 1118 58
1010 1119 56
1010 1120 54
1010 1121 51
1010 1122 49
1010 1123 48
1010 1124 46
1009 1125 44
1009 1126 42
1008 1127 41
1008 1128 39
1007 1129 37
1007 1130 36
1006 1131 34
1004 1133 32
1004 1134 31
1003 1135 29
1001 1137 27
1001 1138 26
999 1140 24
998 1141 24
997 1142 23
997 1143 22
996 1144 22
995 1145 21
995 1146 20
994 1147 20
993 1148 19
993 1149 19
992 1150 18
991 1151 18
990 1152 17
989 1154 17
988 1155 16
987 1157 16
986 1158 15
978 1165 16
977 1166 15
966 1174 17
953 1184 20
931 1205 25
920 1213 32
907 1220 51
894 1226 81
880 1234 119
868 1239 150
855 1245 172
843 1253 186
829 1260 191
823 1264 192
822 1265 191
818 1267 192
817 1268 191
814 1270 191
813 1271 190
811 1272 190
810 1272 189
809 1273 189
808 1273 188
807 1274 187
806 1275 187
804 1275 185
803 1276 184
802 1276 184
800 1278 182
799 1278 181
798 1279 180
798 1279 179
797 1280 177
796 1280 176
794 1282 174
794 1283 172
793 1283 171
791 1285 169
790 1285 167
789 1286 164
789 1287 162
788 1288 159
787 1288 158
786 1289 156
785 1290 153
784 1290 151
783 1291 148
782 1291 145
781 1292 141
780 1293 138
779 1293 134
777 1295 130
776 1295 128
774 1297 120
773 1297 116
772 1298 114
771 1298 110
770 1299 106
769 1299 104
768 1300 100
767 1300 98
766 1301 94
765 1301 90
764 1302 88
763 1302 86
763 1303 82
762 1303 80
761 1304 78
760 1304 76
759 1305 74
758 1305 72
758 1306 68
757 1307 68
756 1307 66
755 1308 63
754 1309 59
754 1310 56
753 1310 53
752 1311 50
751 1311 47
749 1313 43
748 1313 40
747 1314 39
746 1314 36
745 1315 34
744 1315 32
742 1315 30
741 1316 29
737 1316 25
733 1317 25
732 1317 24
731 1318 22
729 1318 20
728 1319 19
726 1319 17
725 1320 16
724 1320 15
722 1320 15
721 1321 14
720 1321 14
719 1321 13
714 1320 13
713 1320 12
706 1321 12
705 1321 11
701 1322 11
700 1323 10
692 1322 10
684 1321 10
674 1324 10
666 1324 10
653 1322 10
638 1326 10
623 1320 10
614 1322 10
602 1329 10
585 1331 10
571 1324 11
559 1317 15
548 1309 23
540 1308 33
527 1316 44
519 1316 61
506 1310 97
498 1303 124
484 1291 165
475 1284 179
465 1277 188
458 1270 190
454 1264 190
454 1263 189
452 1260 189
451 1259 188
450 1258 188
450 1257 187
449 1255 187
448 1254 186
448 1253 186
447 1252 185
447 1251 184
447 1250 184
447 1249 183
446 1248 183
446 1247 182
446 1246 182
447 1245 181
447 1244 181
447 1243 180
451 1238 180
451 1237 179
452 1236 179
455 1233 176
456 1232 174
457 1231 173
458 1230 171
459 1229 170
463 1225 162
464 1224 159
465 1223 157
466 1222 154
467 1221 152
474 1214 131
475 1213 127
477 1211 121
478 1210 117
481 1207 108
482 1206 104
489 1199 83
490 1198 81
492 1196 75
494 1194 71
495 1193 68
499 1189 60
500 1188 59
501 1187 57
502 1186 56
503 1185 54
503 1184 53
504 1183 52
505 1182 50
506 1181 49
506 1180 48
507 1179 48
508 1178 47
508 1177 46
509 1176 46
511 1174 44
511 1173 44
512 1172 43
513 1170 43
514 1169 42
515 1168 42
515 1167 41
516 1166 41
517 1165 40
518 1163 40
518 1162 39
520 1160 39
520 1159 38
522 1157 38
522 1156 37
523 1154 37
524 1153 36
526 1150 36
526 1149 35
527 1147 35
528 1146 34
528 1145 34
529 1144 33
529 1143 33
530 1142 32
531 1140 32
531 1139 31
531 1138 31
532 1137 30
532 1135 30
532 1134 29
533 1132 29
533 1131 28
533 1130 28
533 1129 27
533 1127 27
533 1126 26
533 1124 26
534 1123 25
534 1121 25
534 1120 24
534 1118 24
534 1118 23
534 1116 23
534 1116 22
534 1115 22
534 1114 21
